"";"year";"disaster.group";"disaster.subgroup";"disaster.type";"disaster.subtype";"country";"deaths";"total_affected"
"4788";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"United States";87;0
"4789";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"Argentina";35;0
"4790";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"China P Rep";24;0
"4791";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"Taiwan (China)";28;0
"4792";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"Myanmar";0;7984
"4793";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"Philippines";0;195
"4794";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"India";23;20000
"4795";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"Lebanon";45;0
"4796";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"Turkey";8;0
"4797";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"United Kingdom";0;0
"4798";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"Spain";43;0
"4799";1990;"Technological";"Technological";"Miscellaneous accident";"Fire";"Belgium";13;6
"4800";1990;"Technological";"Technological";"Miscellaneous accident";"Other";"Algeria";24;0
"4801";1990;"Technological";"Technological";"Miscellaneous accident";"Other";"China P Rep";18;34
"4802";1990;"Technological";"Technological";"Miscellaneous accident";"Other";"Philippines";21;1500
"4803";1990;"Technological";"Technological";"Miscellaneous accident";"Other";"India";160;0
"4804";1990;"Technological";"Technological";"Miscellaneous accident";"Other";"Georgia";15;45
"4805";1990;"Technological";"Technological";"Miscellaneous accident";"Other";"Saudi Arabia";1426;0
"4806";1990;"Technological";"Technological";"Miscellaneous accident";"Other";"Australia";25;0
"4807";1990;"Technological";"Technological";"Transport Accident";"Air";"Kenya";10;0
"4808";1990;"Technological";"Technological";"Transport Accident";"Air";"Zambia";29;0
"4809";1990;"Technological";"Technological";"Transport Accident";"Air";"Angola";25;0
"4810";1990;"Technological";"Technological";"Transport Accident";"Air";"Congo";23;0
"4811";1990;"Technological";"Technological";"Transport Accident";"Air";"Zaire/Congo Dem Rep";23;0
"4812";1990;"Technological";"Technological";"Transport Accident";"Air";"Costa Rica";23;0
"4813";1990;"Technological";"Technological";"Transport Accident";"Air";"Guatemala";23;0
"4814";1990;"Technological";"Technological";"Transport Accident";"Air";"Mexico";20;0
"4815";1990;"Technological";"Technological";"Transport Accident";"Air";"Panama";20;0
"4816";1990;"Technological";"Technological";"Transport Accident";"Air";"United States";92;185
"4817";1990;"Technological";"Technological";"Transport Accident";"Air";"Brazil";23;0
"4818";1990;"Technological";"Technological";"Transport Accident";"Air";"Colombia";72;0
"4819";1990;"Technological";"Technological";"Transport Accident";"Air";"Venezuela";25;0
"4820";1990;"Technological";"Technological";"Transport Accident";"Air";"China P Rep";127;45
"4821";1990;"Technological";"Technological";"Transport Accident";"Air";"Hong Kong (China)";130;43
"4822";1990;"Technological";"Technological";"Transport Accident";"Air";"Mongolia";30;0
"4823";1990;"Technological";"Technological";"Transport Accident";"Air";"Philippines";25;0
"4824";1990;"Technological";"Technological";"Transport Accident";"Air";"Thailand";38;0
"4825";1990;"Technological";"Technological";"Transport Accident";"Air";"Afghanistan";102;0
"4826";1990;"Technological";"Technological";"Transport Accident";"Air";"India";147;0
"4827";1990;"Technological";"Technological";"Transport Accident";"Air";"Soviet Union";53;0
"4828";1990;"Technological";"Technological";"Transport Accident";"Air";"Italy";12;270
"4829";1990;"Technological";"Technological";"Transport Accident";"Air";"Germany Fed Rep";13;0
"4830";1990;"Technological";"Technological";"Transport Accident";"Air";"Switzerland";46;0
"4831";1990;"Technological";"Technological";"Transport Accident";"Air";"Australia";10;0
"4832";1990;"Technological";"Technological";"Transport Accident";"Rail";"Tunisia";20;0
"4833";1990;"Technological";"Technological";"Transport Accident";"Rail";"Mexico";53;0
"4834";1990;"Technological";"Technological";"Transport Accident";"Rail";"United States";1;286
"4835";1990;"Technological";"Technological";"Transport Accident";"Rail";"Taiwan (China)";40;14
"4836";1990;"Technological";"Technological";"Transport Accident";"Rail";"India";287;100
"4837";1990;"Technological";"Technological";"Transport Accident";"Rail";"Pakistan";328;700
"4838";1990;"Technological";"Technological";"Transport Accident";"Rail";"Poland";16;39
"4839";1990;"Technological";"Technological";"Transport Accident";"Rail";"Soviet Union";53;1
"4840";1990;"Technological";"Technological";"Transport Accident";"Rail";"Germany Fed Rep";16;72
"4841";1990;"Technological";"Technological";"Transport Accident";"Road";"Uganda";23;0
"4842";1990;"Technological";"Technological";"Transport Accident";"Road";"Angola";45;0
"4843";1990;"Technological";"Technological";"Transport Accident";"Road";"South Africa";47;0
"4844";1990;"Technological";"Technological";"Transport Accident";"Road";"Mauritania";23;0
"4845";1990;"Technological";"Technological";"Transport Accident";"Road";"Guatemala";34;0
"4846";1990;"Technological";"Technological";"Transport Accident";"Road";"Honduras";33;0
"4847";1990;"Technological";"Technological";"Transport Accident";"Road";"United States";15;50
"4848";1990;"Technological";"Technological";"Transport Accident";"Road";"Brazil";21;0
"4849";1990;"Technological";"Technological";"Transport Accident";"Road";"Colombia";13;20
"4850";1990;"Technological";"Technological";"Transport Accident";"Road";"Ecuador";24;0
"4851";1990;"Technological";"Technological";"Transport Accident";"Road";"Peru";127;0
"4852";1990;"Technological";"Technological";"Transport Accident";"Road";"Korea Rep";20;0
"4853";1990;"Technological";"Technological";"Transport Accident";"Road";"Taiwan (China)";25;0
"4854";1990;"Technological";"Technological";"Transport Accident";"Road";"Indonesia";36;0
"4855";1990;"Technological";"Technological";"Transport Accident";"Road";"Thailand";111;0
"4856";1990;"Technological";"Technological";"Transport Accident";"Road";"Bangladesh";45;0
"4857";1990;"Technological";"Technological";"Transport Accident";"Road";"India";575;0
"4858";1990;"Technological";"Technological";"Transport Accident";"Road";"Iran Islam Rep";21;0
"4859";1990;"Technological";"Technological";"Transport Accident";"Road";"Nepal";25;0
"4860";1990;"Technological";"Technological";"Transport Accident";"Road";"Pakistan";43;0
"4861";1990;"Technological";"Technological";"Transport Accident";"Road";"Turkey";20;0
"4862";1990;"Technological";"Technological";"Transport Accident";"Road";"Soviet Union";55;14
"4863";1990;"Technological";"Technological";"Transport Accident";"Road";"Italy";25;0
"4864";1990;"Technological";"Technological";"Transport Accident";"Road";"Portugal";15;37
"4865";1990;"Technological";"Technological";"Transport Accident";"Road";"Spain";11;26
"4866";1990;"Technological";"Technological";"Transport Accident";"Road";"France";11;22
"4867";1990;"Technological";"Technological";"Transport Accident";"Road";"Australia";11;0
"4868";1990;"Technological";"Technological";"Transport Accident";"Water";"Zaire/Congo Dem Rep";21;0
"4869";1990;"Technological";"Technological";"Transport Accident";"Water";"Morocco";0;0
"4870";1990;"Technological";"Technological";"Transport Accident";"Water";"Sudan";190;29
"4871";1990;"Technological";"Technological";"Transport Accident";"Water";"Ghana";60;0
"4872";1990;"Technological";"Technological";"Transport Accident";"Water";"Dominican Rep";60;0
"4873";1990;"Technological";"Technological";"Transport Accident";"Water";"United States";4;0
"4874";1990;"Technological";"Technological";"Transport Accident";"Water";"Argentina";20;0
"4875";1990;"Technological";"Technological";"Transport Accident";"Water";"Chile";28;0
"4876";1990;"Technological";"Technological";"Transport Accident";"Water";"Peru";134;0
"4877";1990;"Technological";"Technological";"Transport Accident";"Water";"China P Rep";183;0
"4878";1990;"Technological";"Technological";"Transport Accident";"Water";"Taiwan (China)";57;0
"4879";1990;"Technological";"Technological";"Transport Accident";"Water";"Indonesia";206;0
"4880";1990;"Technological";"Technological";"Transport Accident";"Water";"Myanmar";200;0
"4881";1990;"Technological";"Technological";"Transport Accident";"Water";"Philippines";96;0
"4882";1990;"Technological";"Technological";"Transport Accident";"Water";"Thailand";39;0
"4883";1990;"Technological";"Technological";"Transport Accident";"Water";"Bangladesh";258;0
"4884";1990;"Technological";"Technological";"Transport Accident";"Water";"India";100;0
"4885";1990;"Technological";"Technological";"Transport Accident";"Water";"Pakistan";40;0
"4886";1990;"Technological";"Technological";"Transport Accident";"Water";"Sri Lanka";25;0
"4887";1990;"Technological";"Technological";"Transport Accident";"Water";"Bahrain";10;0
"4888";1990;"Technological";"Technological";"Transport Accident";"Water";"Israel";40;81
